idx,car_position_x,car_position_y,cte,etheta,cmd_vel.linear.x,cmd_vel.angular.z
373,-8.27061,10.04,-57.5136,1.56424,0.5,7.27297e-05
374,-8.32061,10.04,-76.0837,1.56581,0.5,7.33053e-05
375,-8.37061,10.04,-82.6235,1.5663,0.5,7.01672e-05
376,-8.42061,10.04,-90.1851,1.56677,0.5,7.0243e-05
377,-8.47061,10.04,-99.0374,1.56721,0.5,7.11164e-05
378,-8.52061,10.04,-140.871,1.56826,0.5,7.20708e-05
379,-8.57061,10.04,-158.913,1.5686,0.5,6.95737e-05
380,-8.62061,10.04,-181.095,1.56891,0.5,7.03823e-05
381,-8.67061,10.04,-208.84,1.5692,0.5,7.14027e-05
382,-8.72061,10.04,-338.546,1.56981,0.5,7.24208e-05
383,-8.77061,10.04,-412.101,1.57001,0.5,6.99668e-05
384,-8.82061,10.04,-513.348,1.57018,0.5,7.0605e-05
385,-8.87062,10.04,-658.478,1.57033,0.5,7.15666e-05
386,-8.92062,10.04,-1442.74,1.57058,0.5,7.23906e-05
387,-8.97062,10.04,-2156.67,1.57066,0.5,6.94168e-05
388,-9.02062,10.04,-3501.53,1.57071,0.5,6.95873e-05
389,-9.07062,10.04,-6491.15,1.57075,0.5,7.02697e-05
390,-9.12062,10.04,8.52427e+08,-1.5708,0.5,7.09359e-05
391,-9.17062,10.04,-1.31034e+06,1.5708,0.5,6.81062e-05
392,-9.22062,10.04,-897933,1.57079,0.5,6.86364e-05
393,-9.27062,10.04,-1.02754e+06,1.5708,0.5,0.621465
394,-9.32059,10.0384,-10.0442,1.5031,0.5,1.10654
395,-9.37035,10.0324,-3.65048,1.39744,0.5,1.21022
396,-9.41814,10.0208,-1.97601,1.27191,0.5,1.21979
397,-9.46669,10.0028,-1.30727,1.15058,0.5,1.16683
398,-9.51207,9.97936,-0.953811,1.0338,0.5,1.03369
399,-9.55129,9.95313,-0.75122,0.93066,0.5,0.966015
400,-9.58801,9.92286,-0.613215,0.834079,0.5,0.840089
401,-9.6228,9.88849,-0.516083,0.751168,0.5,0.77703
402,-9.6553,9.85094,-0.44196,0.676235,0.5,0.675004
403,-9.685,9.8111,-0.3834,0.606608,0.5,0.583514
404,-9.71214,9.76944,-0.337502,0.549254,0.5,0.542629
405,-9.73674,9.72667,-0.299245,0.495469,0.5,0.475241
406,-9.75933,9.68235,-0.266997,0.447825,0.5,0.409903
407,-9.78012,9.63676,-0.239625,0.408745,0.5,0.389436
408,-9.79897,9.59076,-0.215639,0.370194,0.5,0.347556
409,-9.81631,9.54354,-0.194496,0.334953,0.5,0.302365
410,-9.83186,9.49648,-0.176232,0.304264,0.5,0.261223
411,-9.84617,9.44821,-0.159746,0.272995,0.5,0.252506
412,-9.85899,9.4,-0.145449,0.247819,0.5,0.212023
413,-9.87072,9.35143,-0.132673,0.226786,0.5,0.183223
414,-9.88148,9.30272,-0.121141,0.208572,0.5,0.162063
415,-9.89141,9.25382,-0.110631,0.192451,0.5,0.16364
416,-9.90055,9.20476,-0.101018,0.176179,0.5,0.149419
417,-9.90892,9.15556,-0.0922799,0.161312,0.5,0.132989
418,-9.9166,9.10624,-0.0843215,0.148072,0.5,0.118257
419,-9.92367,9.05681,-0.0770455,0.13629,0.5,0.118642
420,-9.93015,9.00731,-0.0703911,0.124477,0.5,0.107742
421,-9.93608,8.95772,-0.0643345,0.113742,0.5,0.095411
422,-9.94151,8.90808,-0.0588109,0.104231,0.5,0.0844498
423,-9.94649,8.85837,-0.0537551,0.0958085,0.5,0.0842647
424,-9.95106,8.80863,-0.0491309,0.0874122,0.5,0.0762819
425,-9.95522,8.75885,-0.047033,0.0820484,0.5,0.0673916
426,-9.95904,8.70904,-0.052642,0.0852411,0.5,0.0595355
427,-9.96253,8.65919,-0.055596,0.086263,0.5,0.0592841
428,-9.96574,8.60933,-0.0597531,0.0883941,0.5,0.053605
429,-9.96866,8.55945,-0.0649313,0.09201,0.5,0.0473169
430,-9.97133,8.50955,-0.0829879,0.109041,0.5,0.0417724
431,-9.97378,8.45963,-0.0906859,0.116233,0.5,0.0415656
432,-9.97602,8.4097,-0.0989536,0.12401,0.5,0.0375687
433,-9.97807,8.35977,-0.107708,0.132673,0.5,0.0331525
434,-9.97994,8.30982,-0.134059,0.158726,0.5,0.0292619
435,-9.98166,8.25987,-0.144378,0.169754,0.5,0.0291097
436,-9.98323,8.20991,-0.154981,0.181135,0.5,0.0263081
437,-9.98466,8.15995,-0.16581,0.193071,0.5,0.0232146
438,-9.98597,8.10998,-0.199006,0.225966,0.5,0.0204903
439,-9.98717,8.06,-0.210944,0.239546,0.5,0.0203815
440,-9.98827,8.01003,-0.223008,0.253333,0.5,0.0184201
441,-9.98927,7.96005,-0.235147,0.267446,0.5,0.0162549
442,-9.99019,7.91006,-0.274706,0.305739,0.5,0.0143483
443,-9.99103,7.86008,-0.287709,0.320955,0.5,0.0142709
444,-9.9918,7.81009,-0.300739,0.33626,0.5,0.0128983
445,-9.9925,7.76011,-0.313745,0.351714,0.5,0.0113833
446,-9.99314,7.71012,-0.359639,0.394098,0.5,0.0100495
447,-9.99373,7.66013,-0.37337,0.410192,0.5,0.00999484
448,-9.99426,7.61013,-0.387063,0.42627,0.5,0.00903486
449,-9.99475,7.56014,-0.400661,0.442352,0.5,0.00797539
450,-9.9952,7.51015,-0.453122,0.48748,0.5,0.00704264
451,-9.99561,7.46015,-0.46737,0.503789,0.5,0.00700415
452,-9.99599,7.41016,-0.48153,0.519992,0.5,0.00633243
453,-9.99633,7.36016,-0.495545,0.536085,0.5,0.00559113
454,-9.99665,7.31017,-0.554986,0.582575,0.5,0.00493833
455,-9.99694,7.26017,-0.569618,0.598541,0.5,0.00491067
456,-9.9972,7.21017,-0.584122,0.614329,0.5,0.00444056
457,-9.99744,7.16018,-0.598441,0.629923,0.5,0.00392223
458,-9.99766,7.11018,-0.665426,0.676457,0.5,0.00346559
459,-9.99786,7.06018,-0.680359,0.691644,0.5,0.00344592
460,-9.99804,7.01018,-0.695132,0.706604,0.5,0.0031174
461,-9.99821,6.96019,-0.709686,0.721319,0.5,0.00275517
462,-9.99837,6.91019,-0.784923,0.766752,0.5,0.00243615
463,-9.99851,6.86019,-0.800113,0.780863,0.5,0.00242209
464,-9.99864,6.81019,-0.815116,0.794723,0.5,0.00219236
465,-9.99875,6.76019,-0.829873,0.808311,0.5,0.00193893
466,-9.99886,6.71019,-0.914216,0.851759,0.5,0.00171598
467,-9.99896,6.6602,-0.929654,0.86463,0.5,0.00170552
468,-9.99905,6.6102,-0.944879,0.877244,0.5,0.00154477
469,-9.99913,6.5602,-0.959833,0.889585,0.5,0.00136757
470,-9.99921,6.5102,-1.0543,0.930443,0.5,0.00121165
471,-9.99928,6.4602,-1.07,0.942022,0.5,0.00120372
472,-9.99934,6.4102,-1.08547,0.953352,0.5,0.00109148
473,-9.9994,6.3602,-1.10065,0.964422,0.5,0.00096801
474,-9.99945,6.3102,-1.20645,1.00235,0.5,0.000859461
475,-9.9995,6.2602,-1.22246,1.01266,0.5,0.000854015
476,-9.99954,6.2102,-1.23822,1.02275,0.5,0.000775707
477,-9.99958,6.1602,-1.25366,1.03259,0.5,0.000689616
478,-9.99962,6.1102,-1.37223,1.06746,0.5,0.000613748
479,-9.99965,6.0602,-1.38864,1.07659,0.5,0.000609406
480,-9.99968,6.0102,-1.40477,1.08551,0.5,0.000554738
481,-9.99971,5.9602,-1.42057,1.09422,0.5,0.000494493
482,-9.99974,5.9102,-1.5536,1.12604,0.5,0.000441534
483,-9.99976,5.8602,-1.57052,1.1341,0.5,0.000438171
484,-9.99978,5.8102,-1.58714,1.14197,0.5,0.000399749
485,-9.9998,5.7602,-1.60341,1.14965,0.5,0.000357962
486,-9.99982,5.7102,-1.75296,1.17855,0.5,0.000321402
487,-9.99984,5.6602,-1.77054,1.18565,0.5,0.000318896
488,-9.99985,5.6102,-1.78781,1.19258,0.5,0.000292515
489,-9.99986,5.5602,-1.80471,1.19936,0.5,0.000263539
490,-9.99988,5.5102,-1.97323,1.22551,0.5,0.000238189
491,-9.99989,5.4602,-1.9917,1.23176,0.5,0.000235863
492,-9.9999,5.4102,-2.00984,1.23788,0.5,0.000217607
493,-9.99991,5.3602,-2.0276,1.24385,0.5,0.000197516
494,-9.99992,5.3102,-2.21807,1.26746,0.5,0.000179885
495,-9.99993,5.2602,-2.23772,1.27298,0.5,0.000178007
496,-9.99993,5.2102,-2.25703,1.27838,0.5,0.000165242
497,-9.99994,5.1602,-2.27596,1.28366,0.5,0.000151084
498,-9.99995,5.1102,-2.49202,1.30494,0.5,0.00013898
499,-9.99995,5.0602,-2.51324,1.30982,0.5,0.000136966
500,-9.99996,5.0102,-2.53412,1.3146,0.5,0.000128135
501,-9.99996,4.9602,-2.55461,1.31927,0.5,0.000118841
502,-9.99997,4.9102,-2.80077,1.33842,0.5,0.000110822
503,-9.99997,4.8602,-2.82407,1.34275,0.5,0.000109649
504,-9.99997,4.8102,-2.84703,1.34699,0.5,0.000104245
505,-9.99998,4.7602,-2.86963,1.35114,0.5,9.8751e-05
506,-9.99998,4.7102,-3.15151,1.36835,0.5,9.40476e-05
507,-9.99998,4.6602,-3.17762,1.3722,0.5,9.3069e-05
508,-9.99999,4.6102,-3.20343,1.37597,0.5,8.95657e-05
509,-9.99999,4.5602,-3.2289,1.37967,0.5,8.59775e-05
510,-9.99999,4.5102,-3.55366,1.39513,0.5,8.25313e-05
511,-9.99999,4.4602,-3.58357,1.39856,0.5,8.09976e-05
512,-10,4.4102,-3.61321,1.40192,0.5,7.87303e-05
513,-10,4.3602,-3.64253,1.40522,0.5,7.65352e-05
514,-10,4.3102,-4.01922,1.41908,0.5,7.53005e-05
515,-10,4.2602,-4.05416,1.42214,0.5,7.5495e-05
516,-10,4.2102,-4.08889,1.42515,0.5,7.6156e-05
517,-10,4.1602,-4.12343,1.4281,0.5,7.75565e-05
518,-10,4.1102,-4.56393,1.4405,0.5,7.93042e-05
519,-10,4.0602,-4.60595,1.44324,0.5,7.96512e-05
520,-10,4.0102,-4.648,1.44594,0.5,7.99411e-05
521,-10,3.9602,-4.69008,1.4486,0.5,7.96601e-05
522,-10,3.9102,-5.21051,1.45967,0.5,7.8568e-05
523,-10,3.8602,-5.26244,1.46214,0.5,7.60857e-05
524,-10,3.8102,-5.31453,1.46456,0.5,7.50385e-05
525,-10,3.7602,-5.36682,1.46695,0.5,7.46694e-05
526,-10,3.7102,-5.98817,1.47679,0.5,7.50317e-05
527,-10,3.6602,-6.05353,1.47901,0.5,7.4053e-05
528,-10,3.6102,-6.11946,1.48119,0.5,7.54192e-05
529,-10,3.5602,-6.18611,1.48333,0.5,7.72127e-05
530,-10,3.5102,-6.93786,1.49205,0.5,7.94725e-05
531,-10,3.4602,-7.02288,1.49404,0.5,7.90141e-05
532,-10,3.4102,-7.10937,1.49601,0.5,7.9869e-05
533,-10,3.3602,-7.19752,1.49794,0.5,8.04616e-05
534,-10,3.3102,-8.12251,1.50563,0.5,8.03512e-05
535,-10,3.2602,-8.23676,1.50742,0.5,7.70167e-05
536,-10,3.2102,-8.35347,1.50919,0.5,7.56524e-05
537,-10,3.1602,-8.47289,1.51092,0.5,7.49912e-05
538,-10,3.1102,-9.63197,1.51765,0.5,7.48764e-05
539,-10,3.0602,-9.78857,1.51925,0.5,7.24267e-05
540,-10,3.0102,-9.94955,1.52083,0.5,7.31587e-05
541,-10,2.9602,-10.1156,1.52238,0.5,7.47464e-05
542,-10,2.9102,-11.6012,1.52821,0.5,7.66032e-05
543,-10,2.8602,-11.8239,1.52964,0.5,7.52275e-05
544,-10,2.8102,-12.0551,1.53104,0.5,7.64328e-05
545,-10,2.7602,-12.2962,1.53242,0.5,7.80749e-05
546,-10,2.7102,-14.2582,1.53743,0.5,7.88902e-05
547,-10,2.6602,-14.5897,1.5387,0.5,7.55776e-05
548,-10,2.6102,-14.9369,1.53994,0.5,7.44647e-05
549,-10,2.5602,-15.3013,1.54116,0.5,7.43021e-05
550,-10,2.5102,-17.9871,1.54539,0.5,7.38697e-05
551,-10,2.4602,-18.4986,1.54649,0.5,7.04545e-05
552,-10,2.4102,-19.0386,1.54758,0.5,7.0657e-05
553,-10,2.3602,-19.6113,1.54864,0.5,7.21167e-05
554,-10,2.3102,-23.4547,1.55213,0.5,7.36474e-05
555,-10,2.2602,-24.287,1.55308,0.5,7.20697e-05
556,-10,2.2102,-25.1799,1.55401,0.5,7.34241e-05
557,-10,2.1602,-26.1436,1.55492,0.5,7.52518e-05
558,-10,2.1102,-31.9997,1.55774,0.5,7.65099e-05
559,-10,2.0602,-33.4723,1.55854,0.5,7.34667e-05
560,-10,2.0102,-35.0804,1.55932,0.5,7.31146e-05
561,-10,1.9602,-36.8466,1.56008,0.5,7.2897e-05
562,-10,1.9102,-46.5606,1.56226,0.5,7.2638e-05
563,-10,1.8602,-49.4112,1.56291,0.5,6.92512e-05
564,-10,1.8102,-52.5935,1.56354,0.5,6.92261e-05
565,-10,1.7602,-56.1774,1.56414,0.5,6.96214e-05
566,-10,1.7102,-74.3255,1.56574,0.5,7.04492e-05
567,-10,1.6602,-80.6609,1.56623,0.5,6.75887e-05
568,-10,1.6102,-88.0152,1.5667,0.5,6.79257e-05
569,-10,1.5602,-96.633,1.56715,0.5,6.86987e-05
570,-10,1.5102,-137.56,1.56822,0.5,6.90423e-05
571,-10,1.4602,-155.188,1.56857,0.5,6.59161e-05
572,-10,1.4102,-176.927,1.56889,0.5,6.59577e-05
573,-10,1.3602,-204.206,1.56918,0.5,6.62058e-05
574,-10,1.3102,-332.238,1.5698,0.5,6.60022e-05
575,-10,1.2602,-405.502,1.57,0.5,6.23436e-05
576,-10,1.2102,-507.756,1.57018,0.5,6.19954e-05
577,-10,1.1602,-656.783,1.57033,0.5,6.11794e-05
578,-10,1.1102,-1483.27,1.57059,0.5,6.00703e-05
579,-10,1.0602,-2306.37,1.57067,0.5,5.53235e-05
580,-10,1.0102,-4127.79,1.57073,0.5,5.33248e-05
581,-10,0.960199,-10259.5,1.57077,0.5,5.07757e-05
582,-10,0.910199,4.66187e+07,-1.5708,0.5,4.74139e-05
583,-10,0.860199,-77696.2,1.57079,0.5,4.0268e-05
584,-10,0.810199,-60856.7,1.57078,0.5,3.51563e-05
585,-10,0.760199,-47461.9,1.57078,0.5,0.743772
586,-9.99857,0.710061,-11.3548,1.51175,0.5,1.1178
587,-9.99323,0.66015,-4.0129,1.41564,0.5,1.24329
588,-9.9828,0.612287,-2.09583,1.29422,0.5,1.27714
589,-9.96613,0.564925,-1.34959,1.1713,0.5,1.23771
590,-9.9443,0.519934,-0.984814,1.06176,0.5,1.10444
591,-9.91706,0.476746,-0.757762,0.956526,0.5,1.05606
592,-9.88624,0.437399,-0.607968,0.858397,0.5,0.935721
593,-9.85127,0.40062,-0.499299,0.763742,0.5,0.875317
594,-9.81408,0.368226,-0.419545,0.672385,0.5,0.752154
595,-9.77408,0.338842,-0.361141,0.596166,0.5,0.623168
596,-9.73242,0.312554,-0.315792,0.529459,0.5,0.56443
597,-9.689,0.288887,-0.279318,0.471137,0.5,0.472744
598,-9.64379,0.267091,-0.249633,0.428231,0.5,0.393673
599,-9.59804,0.247273,-0.224196,0.391031,0.5,0.380713
600,-9.55171,0.229229,-0.201691,0.353372,0.5,0.341229
601,-9.50473,0.212839,-0.182054,0.31954,0.5,0.296203
602,-9.45703,0.197967,-0.16467,0.286295,0.5,0.256421
603,-9.40903,0.184537,-0.149584,0.260515,0.5,0.237909
604,-9.36071,0.17229,-0.136092,0.236939,0.5,0.209069
605,-9.31211,0.161109,-0.123996,0.216203,0.5,0.182842
606,-9.26329,0.150868,-0.113079,0.19806,0.5,0.1611
607,-9.21429,0.141456,-0.103161,0.182067,0.5,0.160393
608,-9.16514,0.132825,-0.0941213,0.166148,0.5,0.145198
609,-9.11585,0.124938,-0.085925,0.151725,0.5,0.128354
610,-9.06646,0.117717,-0.078474,0.138969,0.5,0.113466
611,-9.01697,0.111088,-0.071672,0.12769,0.5,0.112982
612,-8.9674,0.105016,-0.0654596,0.116465,0.5,0.102204
613,-8.91777,0.0994724,-0.05981,0.106305,0.5,0.0902627
614,-8.86808,0.0944019,-0.0546606,0.0973288,0.5,0.0885689
615,-8.81835,0.0897727,-0.0499683,0.0885265,0.5,0.0793041
616,-8.76857,0.0855573,-0.0457059,0.0806412,0.5,0.0694426
617,-8.71876,0.081709,-0.0480264,0.0802025,0.5,0.0608889
618,-8.66892,0.0781827,-0.0498381,0.0798382,0.5,0.0601152
619,-8.61906,0.074956,-0.0530711,0.0808324,0.5,0.0541115
620,-8.56918,0.072012,-0.0574968,0.0835006,0.5,0.0476185
621,-8.51928,0.0693197,-0.0739391,0.0987666,0.5,0.041946
622,-8.46937,0.0668491,-0.0811953,0.105344,0.5,0.041655
623,-8.41944,0.064586,-0.0890983,0.112586,0.5,0.0376183
624,-8.36951,0.0625193,-0.097554,0.120781,0.5,0.0331855
625,-8.31956,0.0606281,-0.122838,0.14569,0.5,0.0292916
626,-8.26961,0.0588918,-0.132985,0.156385,0.5,0.0291561
627,-8.21965,0.0573005,-0.143451,0.167467,0.5,0.0263655
628,-8.16969,0.055847,-0.154176,0.179137,0.5,0.0232822
629,-8.11972,0.0545165,-0.186516,0.211186,0.5,0.0205677
630,-8.06974,0.0532948,-0.198414,0.224581,0.5,0.0204905
631,-8.01977,0.0521749,-0.210456,0.238203,0.5,0.0185397
632,-7.96979,0.0511568,-0.222629,0.252024,0.5,0.0163789
633,-7.91981,0.0502299,-0.261435,0.289697,0.5,0.0139788
634,-7.86982,0.0493784,-0.274475,0.30488,0.5,0.013899
635,-7.81984,0.048596,-0.287549,0.320166,0.5,0.0126254
636,-7.76985,0.0478793,-0.30061,0.335613,0.5,0.0112178
637,-7.71986,0.0472217,-0.345748,0.377593,0.5,0.00997329
638,-7.66987,0.0466167,-0.359558,0.393724,0.5,0.0100158
639,-7.61988,0.0460612,-0.373339,0.409847,0.5,0.0091052
640,-7.56988,0.045553,-0.387037,0.425989,0.5,0.00807356
641,-7.51989,0.0450874,-0.438729,0.470905,0.5,0.00715727
642,-7.4699,0.0446595,-0.453097,0.487326,0.5,0.00715503
643,-7.4199,0.0442669,-0.467386,0.503651,0.5,0.00648898
644,-7.36991,0.0439082,-0.481539,0.51988,0.5,0.0057441
645,-7.31991,0.0435796,-0.540179,0.566365,0.5,0.0050854
646,-7.26992,0.0432778,-0.554965,0.582514,0.5,0.00507354
647,-7.21992,0.0430011,-0.56963,0.598492,0.5,0.00459722
648,-7.16992,0.0427483,-0.584119,0.614287,0.5,0.00406744
649,-7.11993,0.0425168,-0.650257,0.661002,0.5,0.00359983
650,-7.06993,0.0423042,-0.665372,0.676424,0.5,0.00358826
651,-7.01993,0.0421093,-0.680335,0.691622,0.5,0.00325106
652,-6.96993,0.0419313,-0.695087,0.70658,0.5,0.00287706
653,-6.91993,0.0417683,-0.769412,0.752343,0.5,0.00254735
654,-6.86994,0.0416186,-0.784811,0.766717,0.5,0.00253847
655,-6.81994,0.0414813,-0.800029,0.780839,0.5,0.00230103
656,-6.76994,0.041356,-0.815008,0.794692,0.5,0.00203782
657,-6.71994,0.0412412,-0.898359,0.838567,0.5,0.00180572
658,-6.66994,0.0411358,-0.914029,0.851709,0.5,0.00179879
659,-6.61994,0.0410392,-0.929493,0.864592,0.5,0.00163134
660,-6.56994,0.0409509,-0.944694,0.877199,0.5,0.00144581
661,-6.51994,0.0408701,-1.03807,0.918537,0.5,0.00128221
662,-6.46994,0.0407959,-1.05403,0.930379,0.5,0.00127666
663,-6.41994,0.0407279,-1.06976,0.941968,0.5,0.00115877
664,-6.36995,0.0406658,-1.0852,0.953292,0.5,0.00102845
665,-6.31995,0.0406089,-1.18979,0.991713,0.5,0.000913737
666,-6.26995,0.0405567,-1.20608,1.00227,0.5,0.00090983
667,-6.21995,0.0405088,-1.22212,1.0126,0.5,0.00082735
668,-6.16995,0.040465,-1.23785,1.02268,0.5,0.000736146
669,-6.11995,0.040425,-1.35507,1.05802,0.5,0.000655774
670,-6.06995,0.0403882,-1.37176,1.06737,0.5,0.000652639
671,-6.01995,0.0403544,-1.38819,1.07651,0.5,0.000594519
672,-5.96995,0.0403236,-1.4043,1.08543,0.5,0.000530248
673,-5.91995,0.0402954,-1.53581,1.11771,0.5,0.000473558
674,-5.86995,0.0402695,-1.55303,1.12596,0.5,0.000470694
675,-5.81995,0.0402458,-1.56997,1.13402,0.5,0.000429764
676,-5.76995,0.0402241,-1.58656,1.14189,0.5,0.000384775
677,-5.71995,0.0402042,-1.73437,1.1712,0.5,0.000345272
678,-5.66995,0.0401859,-1.75227,1.17847,0.5,0.000343185
679,-5.61995,0.0401692,-1.76987,1.18557,0.5,0.000314843
680,-5.56995,0.0401539,-1.78712,1.1925,0.5,0.000283699
681,-5.51995,0.0401399,-1.95362,1.21903,0.5,0.000256285
682,-5.46995,0.040127,-1.97242,1.22543,0.5,0.000254437
683,-5.41995,0.0401152,-1.99091,1.23169,0.5,0.000234473
684,-5.36995,0.0401044,-2.00903,1.2378,0.5,0.000212545
685,-5.31995,0.0400945,-2.19716,1.26174,0.5,0.000193202
686,-5.26995,0.0400855,-2.21714,1.26739,0.5,0.000191341
687,-5.21995,0.0400771,-2.2368,1.27291,0.5,0.000177231
688,-5.16995,0.0400695,-2.25609,1.27831,0.5,0.000162004
689,-5.11995,0.0400626,-2.46939,1.29988,0.5,0.000148777
690,-5.06995,0.0400562,-2.49094,1.30487,0.5,0.000147319
691,-5.01995,0.0400503,-2.51216,1.30975,0.5,0.000137905
692,-4.96995,0.0400449,-2.53301,1.31453,0.5,0.00012773
693,-4.91995,0.04004,-2.7759,1.33394,0.5,0.000118757
694,-4.86995,0.0400354,-2.79954,1.33836,0.5,0.000117208
695,-4.81995,0.0400313,-2.82285,1.34269,0.5,0.000110473
696,-4.76995,0.0400275,-2.84581,1.34693,0.5,0.000103316
697,-4.71995,0.040024,-3.12374,1.36437,0.5,9.71792e-05
698,-4.66995,0.0400207,-3.15015,1.3683,0.5,9.59658e-05
699,-4.61995,0.0400178,-3.17624,1.37215,0.5,9.20863e-05
700,-4.56995,0.040015,-3.202,1.37592,0.5,8.83326e-05
701,-4.51995,0.0400125,-3.52187,1.39158,0.5,8.54349e-05
702,-4.46995,0.0400101,-3.55198,1.39507,0.5,8.52047e-05
703,-4.41995,0.0400079,-3.58185,1.3985,0.5,8.33153e-05
704,-4.36995,0.0400059,-3.61146,1.40187,0.5,8.11277e-05
705,-4.31995,0.040004,-3.98219,1.41591,0.5,7.9055e-05
706,-4.26995,0.0400023,-4.01737,1.41903,0.5,7.78258e-05
707,-4.21995,0.0400007,-4.05238,1.4221,0.5,7.61154e-05
708,-4.16995,0.0399992,-4.08718,1.42511,0.5,7.47642e-05
709,-4.11995,0.0399978,-4.52016,1.43767,0.5,7.42106e-05
710,-4.06995,0.0399965,-4.56208,1.44047,0.5,7.4295e-05
711,-4.01995,0.0399952,-4.60396,1.44321,0.5,7.53519e-05
712,-3.96995,0.039994,-4.64581,1.44591,0.5,7.70023e-05
713,-3.91995,0.0399928,-5.15622,1.45712,0.5,7.87205e-05
714,-3.86995,0.0399917,-5.20768,1.45963,0.5,7.89779e-05
715,-3.81995,0.0399906,-5.25943,1.4621,0.5,7.9437e-05
716,-3.76995,0.0399896,-5.31149,1.46452,0.5,7.952e-05
717,-3.71995,0.0399887,-5.92018,1.47451,0.5,7.90581e-05
718,-3.66995,0.0399879,-5.98513,1.47676,0.5,7.65238e-05
719,-3.61995,0.0399872,-6.05064,1.47898,0.5,7.54199e-05
720,-3.56995,0.0399865,-6.11678,1.48116,0.5,7.51276e-05
721,-3.51995,0.0399858,-6.85162,1.49001,0.5,7.53653e-05
722,-3.46995,0.0399852,-6.93518,1.49204,0.5,7.39323e-05
723,-3.41995,0.0399846,-7.01992,1.49403,0.5,7.48391e-05
724,-3.36995,0.039984,-7.10605,1.49599,0.5,7.66358e-05
725,-3.31995,0.0399834,-8.00679,1.50378,0.5,7.85455e-05
726,-3.26995,0.0399829,-8.11777,1.5056,0.5,7.76655e-05
727,-3.21995,0.0399823,-8.23128,1.50739,0.5,7.85216e-05
728,-3.16995,0.0399818,-8.34764,1.50916,0.5,7.94139e-05
729,-3.11995,0.0399814,-9.47327,1.51599,0.5,7.96851e-05
730,-3.06995,0.039981,-9.62584,1.51763,0.5,7.6492e-05
731,-3.01995,0.0399806,-9.7827,1.51923,0.5,7.54762e-05
732,-2.96995,0.0399803,-9.94431,1.52081,0.5,7.51766e-05
733,-2.91995,0.0399801,-11.3819,1.52675,0.5,7.51401e-05
734,-2.86995,0.0399798,-11.5968,1.5282,0.5,7.24102e-05
735,-2.81995,0.0399796,-11.8192,1.52963,0.5,7.2759e-05
736,-2.76995,0.0399793,-12.0501,1.53103,0.5,7.40661e-05
737,-2.71995,0.0399791,-13.9361,1.53613,0.5,7.56375e-05
738,-2.66995,0.0399789,-14.2504,1.53742,0.5,7.40368e-05
739,-2.61995,0.0399786,-14.5792,1.53868,0.5,7.51392e-05
740,-2.56995,0.0399784,-14.9245,1.53992,0.5,7.65477e-05
741,-2.51995,0.0399782,-17.488,1.54424,0.5,7.74727e-05
742,-2.46995,0.039978,-17.9718,1.54537,0.5,7.44753e-05
743,-2.41995,0.0399779,-18.483,1.54648,0.5,7.40139e-05
744,-2.36995,0.0399778,-19.0251,1.54757,0.5,7.39497e-05
745,-2.31995,0.0399777,-22.6668,1.55116,0.5,7.38378e-05
746,-2.26995,0.0399776,-23.4472,1.55213,0.5,7.04084e-05
747,-2.21995,0.0399775,-24.2801,1.55308,0.5,7.03829e-05
748,-2.16995,0.0399775,-25.1737,1.55401,0.5,7.14582e-05
749,-2.11995,0.0399774,-30.6442,1.55691,0.5,7.29152e-05
750,-2.06995,0.0399773,-31.9858,1.55774,0.5,7.10803e-05
751,-2.01995,0.0399772,-33.4442,1.55853,0.5,7.23616e-05
752,-1.96995,0.0399771,-35.0409,1.55931,0.5,7.41143e-05
753,-1.91995,0.039977,-43.9408,1.56158,0.5,7.54626e-05
754,-1.86995,0.0399769,-46.4946,1.56225,0.5,7.26999e-05
755,-1.81995,0.0399769,-49.3363,1.5629,0.5,7.25871e-05
756,-1.76995,0.0399768,-52.5224,1.56353,0.5,7.27831e-05
757,-1.71995,0.0399768,-68.7451,1.56521,0.5,7.27907e-05
758,-1.66995,0.0399768,-74.2579,1.56573,0.5,6.92114e-05
759,-1.61995,0.0399768,-80.5805,1.56623,0.5,6.90627e-05
760,-1.56995,0.0399769,-87.918,1.5667,0.5,6.97275e-05
761,-1.51995,0.0399769,-122.897,1.56785,0.5,7.0405e-05
762,-1.46995,0.0399769,-137.349,1.56822,0.5,6.761e-05
763,-1.41995,0.0399769,-154.897,1.56857,0.5,6.81432e-05
764,-1.36995,0.039977,-176.519,1.56888,0.5,6.86814e-05
765,-1.31995,0.039977,-277.03,1.56957,0.5,6.91396e-05
766,-1.26995,0.039977,-330.766,1.5698,0.5,6.61176e-05
767,-1.21995,0.0399771,-402.985,1.57,0.5,6.63646e-05
768,-1.16995,0.0399772,-503.278,1.57017,0.5,6.65523e-05
769,-1.11995,0.0399773,-1019.15,1.57049,0.5,6.65752e-05
770,-1.06995,0.0399773,-1442.42,1.57058,0.5,6.30518e-05
771,-1.01995,0.0399775,-2195.57,1.57066,0.5,6.26512e-05
772,-0.969945,0.0399776,-3752.3,1.57072,0.5,6.20612e-05
773,-0.919945,0.0399778,-5.55011e+07,1.5708,0.5,6.11539e-05
774,-0.869945,0.039978,-183785,1.57079,0.5,5.65877e-05
775,-0.819945,0.0399782,-149584,1.57079,0.5,5.48509e-05
776,-0.769945,0.0399785,-117020,1.57079,0.5,5.26445e-05
