idx,car_position_x,car_position_y,etheta,cmd_vel.linear.x,cmd_vel.angular.z
1,4.56461e-05,1.25958e-07,-0.00719583,0.0327855,0,0
2,4.56632e-05,1.25737e-07,-0.00719583,0.0327855,0.2,-0.0501598
3,0.00994751,-6.02919e-07,-0.00687378,0.0321732,0.4,-0.0501598
4,0.0299487,-3.9676e-06,-0.00624236,0.0308839,0.6,-0.0504251
5,0.06005,-1.26236e-05,-0.00751036,0.048652,0.8,-0.051188
6,0.100251,-2.90243e-05,-0.00563359,0.0445772,1,-0.0525932
7,0.150552,-5.55737e-05,-0.0035149,0.0395505,1.2,-0.0547624
8,0.210954,-9.47506e-05,-0.00130196,0.0336378,1.4,-0.0579246
9,0.281456,-0.00014907,0.000834992,0.0269214,1.5,-0.0624389
10,0.362057,-0.000221018,-0.0136131,0.0814335,1.5,-0.0867995
11,0.452759,-0.000313106,-0.00719226,0.0599934,1.5,-0.106764
12,0.553561,-0.000427856,0.00688115,0.0481199,1.5,-0.120053
13,0.664461,-0.000567292,0.0109087,0.0246573,1.5,-0.0539932
14,0.785462,-0.000733416,0.0117561,-0.00820001,1.5,-0.0485235
15,0.916562,-0.000929304,0.00947197,-0.0264504,1.5,-0.0232426
16,1.05776,-0.00115839,0.00661565,-0.0452642,1.5,-0.0271299
17,1.20765,-0.00157401,-0.00130243,-0.0596818,1.5,-0.212478
18,1.35778,-0.00355455,-0.00391423,-0.0443323,1.5,-0.240599
19,1.50787,-0.0088125,-0.0129786,-0.0297469,1.5,-0.202484
20,1.65779,-0.0173614,0.0390843,-0.126466,1.5,-0.24702
21,1.80744,-0.0292561,0.0221081,-0.0916363,1.5,-0.0394276
22,1.95671,-0.0436173,0.00958795,-0.0746089,1.5,-0.185789
23,2.10598,-0.0595577,-0.00980829,-0.046529,1.5,-0.199646
24,2.25495,-0.0782957,-0.0144038,-0.0119217,1.5,-0.200357
25,2.40354,-0.0999584,-0.0194282,0.0199373,1.5,-0.0299963
26,2.55164,-0.123387,-0.0169952,0.0312896,1.5,0.00470567
27,2.69976,-0.146991,-0.0104673,0.0304374,1.5,0.0441662
28,2.84782,-0.170424,-0.010288,0.0372493,1.5,0.136814
29,2.99605,-0.192836,-0.00905629,0.0344352,1.5,0.214914
30,3.14477,-0.21272,-0.0172803,0.109847,1.5,0.265447
31,3.29388,-0.229212,-0.00228001,0.0892105,1.5,0.310214
32,3.44342,-0.241803,0.0111795,0.0649703,1.5,0.296953
33,3.59318,-0.250183,0.0147956,0.043508,1.5,0.27526
34,3.7432,-0.254679,0.0195402,0.0194,1.5,0.209634
35,3.8935,-0.255442,0.0252652,-0.00231813,1.5,0.143081
36,4.0435,-0.253439,0.0237892,-0.0109491,1.5,0.101639
37,4.19352,-0.249718,0.020923,-0.0225932,1.5,0.0616233
38,4.34344,-0.244822,0.017829,-0.0286358,1.5,0.0105198
39,4.49335,-0.239404,0.00997721,-0.028112,1.5,-0.0225411
40,4.64322,-0.234031,-0.00261736,-0.0393019,1.5,-0.0525847
41,4.79313,-0.229142,-0.00820346,-0.0346883,1.5,-0.13797
42,4.94312,-0.225135,-0.0130055,-0.0264296,1.5,-0.152624
43,5.09319,-0.222733,-0.0163796,-0.0122776,1.5,-0.147412
44,5.24331,-0.222541,-0.0190601,-8.768e-05,1.5,-0.121291
45,5.39339,-0.224345,-0.0182687,0.0120385,1.5,-0.11065
46,5.54344,-0.227861,-0.0158613,0.0281848,1.5,-0.0235381
47,5.69335,-0.232746,-0.0123744,0.0311435,1.5,0.0261521
48,5.84322,-0.238067,-0.00770651,0.0281025,1.5,0.0618811
49,5.9931,-0.242801,-0.00861894,0.019539,1.5,0.0754398
50,6.143,-0.246542,-0.00456102,0.0182707,1.5,0.0461452
51,6.29293,-0.249367,-0.00487245,0.00964372,1.5,0.0235839
52,6.44289,-0.251658,-0.00564864,0.00351513,1.5,-0.0102912
53,6.59288,-0.253816,-0.00531792,0.00320363,1.5,-0.00843903
54,6.74287,-0.256113,-0.0040581,0.00313861,1.5,-0.00651036
55,6.89286,-0.258525,-0.00356634,0.00352856,1.5,-0.00250871
56,7.04284,-0.26101,-0.00657291,0.00536389,1.5,0.0153314
57,7.19281,-0.263424,-0.00624245,0.00466293,1.5,0.00600766
